supersense_category	text
noun.person	Razor
noun.person	I Maelcum
noun.person	sister
noun.person	Brothers
verb.possession	converse
noun.person	cowboy
noun.person	brothers
noun.person	Founders
noun.person	mon
noun.person	Elders
noun.location	Zion
noun.artifact	hatch
noun.substance	light'll
noun.attribute	wake
noun.person	bossman
noun.person	Case
verb.creation	Make
noun.person	Founders
noun.person	sister
noun.person	Founders
noun.group	Zion
noun.process	aging
verb.stative	overtakes
noun.act	embrace
noun.phenomenon	gravity
noun.substance	calcium
verb.contact	floated
noun.location	jungle
noun.plant	foliage
verb.contact	ered
noun.process	smoke
noun.person	Molly
noun.person	sister
noun.person	Maelcum
noun.person	Molly
noun.location	Los Angeles
noun.body	locks
noun.artifact	wool
noun.phenomenon	gravity
noun.location	Tribes
verb.social	likens
noun.location	Step- pin ' Razor
noun.person	Molly
verb.contact	extended
noun.person	Founder
verb.contact	thrown back
noun.time	Days
noun.person	Voices
noun.person	Voices
verb.communication	cryin
noun.communication	Voices
noun.person	The Founder
noun.location	Los Angeles
noun.person	Case
verb.perception	monitor
noun.relation	frequencies
verb.communication	Came
noun.artifact	babel
noun.communication	tongues
noun.communication	dub
verb.communication	Call
noun.person	Winter Mute
noun.person	Case
noun.person	The Mute
noun.person	Founder
noun.person	The Mute
noun.person	Case
noun.location	Los Angeles
noun.time	Days
noun.communication	prophets
noun.person	Case
verb.communication	played
verb.change	cooked up
noun.person	Founder
verb.communication	mothers
noun.group	de- mon
noun.person	Multitude horde
noun.person	Molly
verb.contact	Steppin
noun.group	scourge
noun.act	sis-
noun.cognition	heart
noun.person	Case
verb.stative	serve as
noun.group	Final Days
noun.person	Maelcum
noun.act	tug
noun.artifact	port
noun.location	Freeside
noun.person	Maelcum
noun.person	tug pilot
noun.person	Aerol
noun.location	Babylon Rocker
noun.person	Garvey
noun.artifact	dome
noun.person	Case
noun.group	Los Angeles Founder
noun.relation	involvement
noun.group	traffics
noun.person	Case
noun.person	Molly
verb.cognition	figures out
noun.person	Maelcum
noun.person	Jah
verb.emotion	love
noun.person	sister
noun.person	tug Marcus Garvey
noun.quantity	meters
noun.person	Maelcum
noun.process	burn
noun.artifact	web
noun.person	Case
noun.location	Zionite
verb.motion	muscular
noun.substance	sco- polamine
verb.change	blunt
noun.substance	stimulants
noun.person	manufacturer
verb.communication	counter
noun.location	Freeside
noun.person	Molly
noun.artifact	web
noun.person	Maelcum
noun.artifact	pilot module
verb.cognition	dat
noun.person	Sister
verb.communication	Dread
noun.body	locks
noun.person	Case
verb.social	getting in touch
noun.person	pal
noun.location	Berne
noun.location	Zion
noun.person	Case
noun.location	Istanbul
noun.artifact	phones
verb.consumption	lust
noun.artifact	chip ...
noun.communication	Now
verb.communication	talk to
noun.location	Flatline
noun.artifact	trodes
noun.location	Maelcum
noun.cognition	resolution
noun.communication	Cray
noun.artifact	monitor
verb.change	adjusted
noun.artifact	trodes
noun.person	Marcus Garvey
noun.artifact	air scrubber
noun.substance	Lioos
noun.attribute	Zion
noun.substance	Black Star
noun.attribute	reds
noun.state	greens
noun.substance	yellows
verb.contact	laying
noun.communication	decals
verb.body	sprayed
noun.person	Maelcum
noun.artifact	pilot gear
noun.attribute	pink
verb.contact	scraping
noun.act	overspray
noun.artifact	screens
noun.communication	readouts
noun.artifact	razor blade
noun.artifact	gaskets
noun.artifact	airlock
noun.artifact	bow
verb.contact	festooned
noun.substance	globs
noun.attribute	streamers
noun.substance	caulk
noun.object	strands
noun.animal	seaweed
noun.person	Maelcum
noun.act	docking
noun.act	tug
verb.creation	generating
verb.communication	jacked in
noun.location	Dixie
verb.body	crack
verb.communication	flatlined
noun.person	larkin
noun.location	Rio
noun.group	sector
noun.person	Big biz
noun.group	multina- tionals
noun.group	Government
noun.location	Brazil
verb.change	lit up
noun.plant	Christmas tree
verb.communication	Jacked
verb.perception	look like
noun.person	Jesus
noun.group	military
verb.motion	jacked out
noun.location	Turing Registry
noun.location	Al
noun.group	Frog company
noun.group	Rio
noun.artifact	mainframe
noun.person	Case
verb.body	chewed
noun.object	plateaus
noun.location	Eastern Seaboard Fission Authority
noun.person	Tessier
noun.person	Ashpool
noun.person	Dixie
noun.person	Tessier
verb.cognition	Figured
verb.contact	Hit
noun.artifact	strata
noun.person	joeboy
noun.act	frying
noun.artifact	trodes
noun.communication	shit
noun.communication	stuff
noun.person	Case
verb.communication	jacked out
noun.person	Dixie
verb.social	Trying
verb.perception	buzz
noun.person	AI
noun.person	Case
noun.group	AI
noun.location	Berne
noun.person	Case
noun.group	sector
noun.feeling	exhilaration
noun.artifact	cyberspace
verb.motion	shivered
verb.change	blurred
verb.change	gelled
noun.location	Eastern Seaboard
noun.group	Fission Authority
noun.group	banking
verb.communication	punched
noun.location	Berne
noun.artifact	lattices
noun.attribute	levels
verb.motion	strobing
noun.person	Case
noun.time	Wintermute
noun.phenomenon	white light
verb.motion	going in
noun.location	Dixie
noun.person	Case
noun.location	grid points
verb.perception	seethe
noun.person	dancers
noun.person	Flatline
noun.person	Case
noun.artifact	grid point
noun.location	Dixie
verb.change	Back
verb.motion	bulged
noun.artifact	sphere
verb.contact	tached
noun.artifact	cube
noun.person	Case
verb.contact	sting
noun.person	MAX REVERSE
verb.motion	blurred
noun.location	Swiss banks
verb.motion	Falling
verb.motion	Jack
noun.attribute	odor
verb.contact	caressed
noun.person	hustlers
noun.person	whores
noun.object	sky ....
noun.person	Case
noun.artifact	wig
noun.event	pulse
noun.body	spine--
noun.phenomenon	Rain
verb.perception	woke
noun.phenomenon	drizzle
verb.contact	tangled
noun.artifact	coils
noun.artifact	fiberoptics
verb.perception	washed
verb.motion	Rolling over
noun.artifact	service hatch
noun.substance	chipboard
noun.artifact	chassis
noun.artifact	game console
noun.location	Streamlined Japanese
verb.contact	stenciled
noun.attribute	pinks
verb.body	brushed
verb.competition	gave up
noun.location	On Ninsei
verb.communication	took
noun.act	measure
noun.person	Linda
noun.artifact	cigarettes
verb.body	Coughing
verb.contact	wringing
noun.person	Holograms
verb.motion	shuddered
noun.event	roaring
noun.artifact	games
noun.state	ghosts
verb.contact	overlapping
noun.artifact	t - shirt
verb.contact	nuked
noun.person	Bonn
verb.competition	playing
noun.person	Wizard
noun.location	Castle
verb.contact	rimmed
noun.artifact	paintstick
verb.contact	kissed
verb.change	blow
noun.act	game
noun.artifact	ass hole
noun.location	Seventh level
noun.artifact	dungeon
noun.person	vampires
noun.person	Case
noun.location	Zone
noun.artifact	put - on
noun.act	blackout
verb.contact	decked
verb.possession	Got
noun.artifact	roll
noun.person	Case
verb.motion	froze
verb.motion	vibrated--
verb.change	Gone
noun.artifact	t - shirt
noun.person	Case
verb.motion	hunched
verb.contact	bunched
noun.food	candy
noun.artifact	wrapper
verb.contact	balanced
noun.artifact	edge
noun.artifact	butts
noun.artifact	styrofoam cups
noun.person	Case
noun.person	son of a bitch
noun.person	Echoes
noun.shape	hollow
verb.change	fading
noun.artifact	consoles
noun.location	Ninsei
noun.artifact	Holograms
noun.substance	neon
verb.perception	danced
noun.communication	etables
noun.person	vendor
noun.artifact	pushcart
noun.quantity	pack
noun.substance	Yeheyuans
noun.person	JULIUS DEANE IMPORT EXPORT
noun.person	Case
verb.creation	staled
noun.communication	printed logo
noun.communication	Japanese
noun.communication	translation
verb.motion	picking up
noun.artifact	pack
noun.artifact	cigarettes
noun.act	time
noun.person	Deane
noun.state	hurry
noun.artifact	Dali clock
noun.location	Kandinsky
noun.communication	Aztec
noun.artifact	bookcases
noun.substance	fiberglass
noun.artifact	modules
noun.person	Case
verb.contact	tried
noun.person	Julie
noun.person	Deane
noun.person	Case
noun.artifact	guts
noun.artifact	typewriter
noun.artifact	cas- settes
noun.communication	printouts
noun.person	Case
noun.person	Deane
noun.artifact	holster
noun.artifact	trigger - guard
verb.contact	sawn
noun.artifact	grip
noun.artifact	layers
noun.artifact	masking tape
noun.substance	tape
noun.artifact	patina
noun.substance	dirt
verb.motion	flipped
noun.artifact	cartridges
noun.substance	soft lead
noun.person	Case
noun.artifact	cabinet
noun.state	hurry
noun.act	show
noun.substance	shit
noun.artifact	trigger
noun.event	recoil
noun.phenomenon	flash
noun.artifact	flashbulb
noun.location	Azide
noun.person	Julie
verb.motion	stepping
noun.artifact	drape
noun.artifact	silk
noun.artifact	bow tie
verb.perception	winked
noun.person	Case
noun.person	Deane
noun.person	Deane
noun.cognition	logics
verb.communication	honored
noun.communication	spokesperson
verb.stative	maintain
noun.person	Linda
verb.creation	generating
noun.phenomenon	charge
noun.person	Case
noun.person	Winter- mute
noun.group	simstim
verb.communication	wired
verb.contact	jack out
noun.person	Deane
verb.contact	straightened
verb.motion	Sit
noun.location	Istanbul
noun.person	Case
noun.person	Deane
noun.food	bonbon
noun.artifact	wrap- pcr
verb.change	popped
verb.contact	Sit
noun.food	candy
noun.person	Case
noun.artifact	swivel chair
noun.person	Deane
noun.person	Deane
noun.person	Wintermute
verb.cognition	confusing
noun.person	Winterrnute
noun.artifact	mainframe
noun.person	Berne
noun.person	Wintermute
noun.person	Deane
noun.food	bonbon
noun.person	AI
noun.person	Tessier
noun.person	Ashpool
noun.artifact	link - up
noun.person	Rio
verb.creation	arranges
noun.person	Deane
verb.contact	withdrew
noun.attribute	gold
verb.motion	flicked
noun.person	Case
verb.contact	massaging
noun.body	temples
noun.person	Deane
verb.consumption	choked
noun.food	bonbon
noun.person	Case
verb.communication	imagine
noun.person	Wintermute
noun.cognition	point of view
noun.body	lobes
noun.body	left brain
noun.person	Deane
noun.person	Corto
noun.artifact	micro
verb.cognition	accessed
verb.creation	plan
verb.creation	improvise
noun.communication	givens
verb.social	sort
verb.creation	assemble
noun.person	Corto
verb.social	make it
noun.location	Toulon
noun.act	Eating
noun.process	excreting
verb.contact	bating
noun.feeling	obsessions
noun.person	Screaming Fist
noun.act	betrayal
noun.person	Congressional
noun.communication	hearings
noun.person	Deane
noun.person	Corto
verb.change	maintain
verb.contact	come apart
noun.person	Case
verb.cognition	counting on
noun.person	motherfucker
noun.person	Case
noun.person	Maelcum
noun.person	Molly
noun.person	guys
verb.communication	readin
noun.artifact	strap
noun.person	Maelcum
noun.act	customs
noun.person	Molly
noun.communication	talking
noun.person	Maelcum
noun.group	Garvey
noun.group	Customs
verb.communication	proving
noun.possession	credit
noun.artifact	spindle
noun.communication	franchise
noun.location	Rue Jules Verne
noun.person	Molly
noun.state	bitch
verb.contact	filtered
verb.motion	tumbling
noun.artifact	balconies
noun.shape	slash
noun.object	white
noun.attribute	blue
noun.location	Cannes
verb.contact	pumped in
noun.person	Lado
noun.quantity	millimeter
noun.artifact	armature
noun.artifact	spindle
verb.creation	generated
noun.artifact	armature
noun.object	lakes
noun.artifact	rooftops
noun.artifact	casinos
noun.person	Jesus
noun.person	SAS
verb.perception	Get
noun.person	gambler
noun.person	bodyguard
noun.location	Jules Verne
verb.communication	responded
noun.artifact	collagen
noun.substance	DNA
verb.possession	pour
noun.person	Molly
noun.person	Tourists
noun.person	hustlers
noun.artifact	mesh
noun.artifact	screens
verb.stative	stays
noun.person	Armitage
verb.social	booked
noun.location	Inter- continental
verb.motion	slid down
noun.event	rapids
noun.person	Case
noun.artifact	balcony
noun.person	teenagers
noun.artifact	hang gliders
noun.quantity	meters
noun.artifact	spray
noun.substance	nylon
verb.motion	banked
noun.person	Case
noun.substance	running water
noun.communication	lotta
noun.communication	Yeah
noun.act	toss
noun.person	Case
verb.contact	rubbing
noun.body	palms
noun.body	cheek-
noun.location	Lado Acheson
verb.perception	smoldered
noun.location	Bermudan
verb.change	striped
noun.object	segments
verb.body	woke
noun.person	Molly
verb.contact	curled
verb.perception	drifting
noun.artifact	balcony
noun.communication	laughter
noun.artifact	condos
noun.person	Deane
verb.change	turning up
noun.person	Deane
verb.cognition	equiv-
noun.substance	alent
noun.food	beer
noun.person	Deane
noun.person	Case
verb.motion	diving
noun.person	Linda
noun.person	Deane
noun.body	Blood
noun.person	importer
noun.person	Linda
noun.cognition	Smell
noun.location	Chiba
noun.artifact	dome
noun.person	Molly
verb.contact	holding out
noun.plant	ginger
noun.person	Deane
noun.person	Wintermute
noun.person	micro
noun.state	wreck
noun.person	Corto
verb.motion	flowing
noun.cognition	substitute
noun.person	Armitage
verb.contact	accreting
noun.person	Deane analog
noun.person	givens
verb.social	took advantage
noun.person	Deane
noun.person	Deane
noun.person	Linda
noun.person	Wintermute
noun.person	Case
noun.person	Molly
noun.person	Deane
verb.weather	lighting up
noun.person	Wintermute
verb.creation	build
noun.artifact	shell
noun.act	manipulation
verb.stative	take
verb.motion	stubbed
noun.artifact	Yeheyuan
noun.artifact	bedside
noun.communication	puff
noun.person	Molly
verb.contact	unreeled
noun.attribute	monotony
noun.possession	rates
noun.person	Marlene
noun.time	decade
noun.animal	Roaches
verb.motion	boiled
noun.artifact	porcelain
noun.artifact	kitchenette
verb.contact	flicked
noun.act	lightswitch
noun.person	Marlene
noun.artifact	mattress
noun.artifact	sheets
verb.emotion	missed
noun.animal	wasp
noun.artifact	windowframe
noun.Tops	lump
noun.substance	fiber
verb.motion	hurtling
verb.contact	hunt
noun.person	copters
noun.artifact	dumpsters
noun.food	beers
noun.animal	wasp
verb.contact	stung
noun.person	Marlene
noun.person	fuckers
noun.person	Drunk
noun.person	Case
verb.motion	maged
noun.person	Rollo
noun.person	Rollo
noun.person	Mar- lene
noun.person	Case
noun.person	boyfriend
noun.person	Frisco
noun.person	biker
noun.phenomenon	lightning bolt
noun.artifact	crewcut
noun.person	Frisco
noun.artifact	flamethrower
noun.animal	anglehead
noun.person	Case
noun.group	hive
verb.perception	buzz
noun.plant	Sprawl
noun.animal	wasp
noun.person	Case
noun.person	Case
noun.artifact	ignition switch
verb.stative	counted
noun.artifact	trigger
verb.change	pumped
noun.quantity	psi
verb.motion	sprayed out
noun.quantity	meter
noun.artifact	tongue
verb.motion	tumbling
verb.communication	cheered
noun.person	Marlene
verb.perception	sawing
verb.contact	gulfed
verb.change	sizzling
verb.contact	broken open
noun.animal	wasps
verb.motion	wrenched
verb.motion	flipped
noun.substance	asphalt
noun.artifact	shell
verb.perception	concealed
noun.location	Horror
noun.artifact	birth factory
noun.animal	hatching
noun.animal	egg
noun.animal	larva
noun.animal	wasp
noun.animal	wasp
verb.cognition	re-
verb.perception	vealing
noun.artifact	machine gun
noun.person	Alien
noun.artifact	trigger
noun.artifact	ignition
verb.contact	hissed
noun.artifact	ignition
verb.change	exploded
noun.event	thump
noun.quantity	floors
noun.person	Marlene
verb.body	woke
verb.change	fading
noun.event	Afterimages
noun.event	flares
noun.location	Intercontinental
verb.change	drenched
noun.communication	logo
noun.location	Ashpool
verb.creation	embossed
noun.animal	wasps
noun.person	Molly
verb.contact	coating
noun.substance	bronzer
noun.attribute	pallor
noun.body	ankle
verb.creation	fake
noun.substance	wicker
noun.artifact	basket
noun.substance	synthetics
noun.person	Case
verb.emotion	irritated
noun.plant	temperfoam
verb.change	dye
verb.body	sunbathing
noun.artifact	silks
noun.artifact	espadrilles
noun.substance	straw
noun.person	hood
noun.state	tan
noun.person	Case
verb.body	get
noun.artifact	jeans
verb.perception	dreaming
noun.food	breakfast
noun.object	meadow
verb.contact	studded
noun.artifact	umbrellas
noun.person	Case
verb.perception	buzz
noun.person	Berne Al
verb.creation	bugging
noun.person	Armitage
verb.contact	tapping
noun.time	Wintermute
noun.food	croissant
noun.act	manipulation
noun.person	Case
noun.plant	pine
noun.plant	oak
noun.person	street boy
noun.plant	sweet
noun.artifact	umbrellas
verb.stative	shaded
noun.substance	Acheson
noun.act	burst
noun.communication	French
verb.communication	caught
verb.motion	gliding
noun.substance	tans
noun.substance	stencil
noun.substance	melanin
noun.event	boosting
verb.stative	outlining
verb.change	highlighting
noun.body	musculature
noun.substance	enamel
noun.person	Case
noun.act	racing
verb.emotion	deserved
noun.communication	decals
noun.person	hairdressers
noun.person	signers
noun.artifact	ducks
noun.person	artisans
verb.creation	crafted
noun.artifact	sandals
noun.artifact	jewelry
noun.artifact	sackcloth
verb.communication	awaited
noun.person	husbands
verb.body	covered
noun.body	bruises
noun.location	Chiba
verb.perception	smell
noun.person	Molly
verb.contact	wrinkling
verb.perception	Smells
noun.person	Armitage
noun.person	Riviera
verb.change	arrived
verb.change	finishing
noun.person	Armitage
noun.artifact	khakis
noun.artifact	patches
verb.change	stripped
noun.person	Riviera
noun.body	seersucker
noun.artifact	prison
noun.person	Molly
noun.person	Riviera
verb.possession	dole
noun.artifact	medicine
noun.person	Peter
verb.perception	showing
noun.person	Riviera
noun.person	Armitage
noun.person	Armitage
noun.person	Pig
noun.artifact	foil
verb.motion	flipped
noun.person	Riviera
noun.location	midair
noun.person	Ar- mitage
noun.cognition	audition
noun.person	Riviera
verb.contact	cupped
noun.artifact	foil packd
verb.motion	swarmed
noun.artifact	seersucker
noun.artifact	blouse
noun.communication	audition
noun.person	Case
noun.person	Armitage
noun.act	tug
verb.motion	get over
noun.artifact	vac suit
verb.cognition	checked out
verb.motion	shipped over
noun.artifact	shitcan
noun.person	JAL
noun.person	Case
verb.communication	avoiding
noun.person	Zion
verb.motion	standing
noun.artifact	tug
noun.person	Molly
noun.artifact	chores
verb.motion	hike
noun.cognition	axis
verb.body	work out
noun.quantity	zero
noun.quantity	g.
noun.time	Tomorrow
verb.motion	hike
noun.act	rection
noun.person	Straylight
noun.person	Case
noun.person	Case
noun.person	Armitage
noun.person	Case
noun.person	Mon
noun.person	Maelcum
noun.person	Case
noun.person	Aerol
noun.person	Aerol
noun.artifact	spindle
noun.artifact	axis
noun.person	Case
verb.motion	ridden
noun.artifact	induction train
noun.object	spindle
verb.motion	rowed
noun.phenomenon	gravity
noun.person	Molly
noun.artifact	bicycle
noun.artifact	loop
noun.artifact	launching gear
noun.artifact	hang gliders
noun.artifact	microlights
noun.person	Aerol
verb.contact	ferried
noun.person	Marcus Garvey
noun.artifact	scooter
noun.person	Maelcum
noun.act	delivery
noun.person	Babylon
noun.person	Case
noun.person	Ho- saka
noun.artifact	straps
noun.artifact	web
noun.person	Maelcum
noun.substance	foam
noun.person	Case
verb.contact	fished
noun.artifact	switchblade
noun.substance	nylon
noun.artifact	lanyard
noun.artifact	hip
noun.artifact	shorts
verb.contact	slit
noun.artifact	plasdc
verb.contact	extracted
noun.person	Case
noun.person	Case
noun.act	tug
noun.person	Maelcum
verb.contact	reaching
noun.artifact	cassette
noun.cognition	program
noun.communication	program
verb.possession	get into
verb.possession	get into
noun.communication	software
verb.contact	interface
noun.location	Japan
noun.person	Hosaka
noun.person	Maelcum
verb.contact	kicked off
noun.artifact	pilot console
noun.artifact	bus-
verb.contact	ying
noun.person	Case
noun.artifact	fronds
noun.substance	caulk
noun.person	SAS
noun.person	Hosaka
noun.communication	Data
noun.person	Bockris Systems GmbH
noun.group	Frankfurt
verb.contact	shipment
noun.cognition	program
verb.communication	advises
noun.artifact	interface
noun.group	Ono
noun.location	Sendai Cyberspace
verb.possession	yields
noun.attribute	capabilities
noun.relation	regard to
noun.group	military systems
noun.artifact	systems
noun.person	Jesus Christ
noun.person	Case
noun.artifact	virus cassette
noun.person	Molly
noun.location	Macao
noun.person	Armitage
noun.location	Zhongshan
verb.change	changing
noun.person	Questdon
noun.person	Bockris
noun.location	Frankfurt
noun.time	Delay
noun.location	Hosaka
verb.communication	Code
noun.communication	Standard
verb.contact	drummed
noun.group	Ono - Sendai
noun.location	Reinhold Scientdfic
noun.location	Berne
noun.act	jumps
noun.person	Tessier
noun.location	Ashpool
noun.location	Dixie
verb.communication	jacking in
noun.artifact	virus
noun.cognition	programs
noun.act	grading
noun.location	Kuang
noun.group	Mark Eleven
noun.person	Case
noun.artifact	icebreaker
noun.artifact	cassette
noun.location	Frankfurt
verb.possession	gimme
noun.person	Arrnitage
verb.communication	setdng up
noun.person	Tessier
noun.artifact	Ashpool
noun.artifact	mainframe
noun.location	Berne
noun.location	Rio
noun.location	Rio
verb.cognition	flatlined
noun.artifact	spindle
verb.motion	in
noun.artifact	icebreaker
noun.person	Wintermute
verb.social	backing
noun.act	show
verb.possession	paying
verb.communication	calls
noun.person	Wintermute
noun.attribute	good side
noun.communication	Nope
verb.cognition	respond
verb.communication	Wait
noun.time	sec
noun.person	Case
verb.perception	feels
noun.person	kid
noun.group	ROM
noun.communication	laughter
noun.person	Case
verb.social	get on
noun.communication	software
noun.artifact	mainframe
noun.group	Swiss citi- zenship
noun.person	Case
verb.contact	punch
noun.substance	matrix
verb.change	blurred
noun.cognition	complex
noun.location	sikkim
noun.artifact	combine
noun.location	Autonomy
noun.artifact	bugaboo
verb.cognition	cerned
noun.act	guess
noun.person	Case
verb.motion	going in
noun.artifact	shackles
noun.group	Al
verb.change	comes in
noun.communication	nonlaugh
noun.communication	cookbooks
noun.time	nanosecond
verb.change	starts
verb.cognition	figuring out
noun.person	Turing'll
verb.emotion	trusts
noun.person	fuckers
noun.person	Al
noun.artifact	shotgun
noun.person	Case
verb.perception	glared
noun.location	Sikkim
verb.change	slotting
noun.artifact	virus
verb.perception	scan
noun.communication	instruction
noun.substance	shit
noun.person	Case
noun.artifact	virus
verb.change	crack
noun.communication	target
noun.person	Al
noun.person	Molly
noun.location	Intercontinental
noun.artifact	balcony
noun.plant	microlight
noun.substance	polymer
noun.location	Freeside
verb.stative	tracking
noun.location	rooftops
verb.perception	buzz
verb.social	get high
noun.artifact	Trick pancreas
noun.body	liver
noun.quantity	bags
noun.substance	shit
verb.change	melting
verb.perception	buzz
verb.body	waking
noun.person	Molly
verb.body	rode up
noun.attribute	whites
noun.body	cheekbones
noun.substance	nylon
noun.artifact	cleats
noun.artifact	cross be-
verb.creation	tween
noun.artifact	oar
noun.artifact	orthopedic brace
noun.act	game
noun.person	Case
noun.location	meadow
noun.group	grove
noun.artifact	umbrellas
noun.artifact	shadow
noun.artifact	awning
noun.body	chip
noun.artifact	plate
noun.food	Sushi
noun.person	waiter
verb.contact	munched
noun.food	raw tuna
noun.food	rice
verb.body	tan
noun.food	tuna
noun.person	gangster
noun.substance	melanin
noun.attribute	tan
noun.person	Paris
noun.act	jobs
verb.motion	dripping
noun.person	Cath
noun.person	Lupus
noun.communication	Greek
noun.person	gangster
noun.substance	melanin
noun.attribute	boost
verb.body	vented
noun.state	formation
noun.body	freckles
noun.person	drug addict
noun.person	Cath
noun.person	Stimulants
noun.substance	stimulants
noun.substance	stimulants
noun.quantity	Drops
noun.body	leg
noun.artifact	pants
noun.person	Cath
noun.person	Cath
verb.motion	rocked back
noun.artifact	heels
noun.object	strand
noun.substance	coke
verb.emotion	holding
noun.substance	Betaphenethylamine
noun.object	chip
verb.communication	kidding
noun.person	Cath
noun.person	partner
noun.person	roommate
noun.person	Case
noun.body	Chiba pancreas
verb.competition	sue
noun.act	Malpractice
noun.person	Bruce
noun.communication	gender
noun.event	switch
noun.person	Cath
noun.body	freckles
noun.person	Case
noun.act	matching
noun.person	Bruce
noun.feeling	boredom
verb.possession	Got
noun.attribute	attention span
noun.animal	gnat
noun.person	Case
noun.person	Case
noun.person	Molly
noun.group	Ciba-
noun.artifact	chromes
noun.person	Tally Isham
verb.contact	taped
noun.artifact	balcony
noun.act	residency
noun.person	Cath
verb.perception	eye
noun.location	transparencies
noun.person	Shot
noun.location	S / N Pyramid
verb.motion	went down
noun.location	Lupus
noun.person	King terrs
noun.animal	angel
noun.person	Case
noun.person	Bruce
verb.communication	cut in
noun.communication	beta
verb.creation	metabolize
noun.person	Case
noun.body	eyebrows
noun.body	pancreas
verb.motion	passes
noun.person	Case
noun.artifact	derm
noun.person	Bruce
noun.artifact	bedspread
noun.person	Case
noun.person	Molly
noun.person	honey
noun.artifact	mirrors
verb.contact	taking
verb.contact	rolled
noun.artifact	derms
verb.competition	score
noun.event	dinner date
noun.person	Armitage
noun.location	Twentieth Century
noun.group	Riviera
verb.motion	strut
noun.person	Case
verb.motion	arching
verb.change	locked
noun.body	rictus
noun.person	Man
verb.motion	get in
noun.person	surgeons
noun.location	Chiba
verb.change	wears off
noun.person	Bitch
noun.person	bitch
noun.person	bitch
noun.location	Doom
noun.person	Gloom
noun.artifact	pants
noun.artifact	underwear
noun.person	tem- perfoam
noun.person	Case
noun.person	Armitage
noun.person	waiter
verb.contact	seating
noun.location	Vingtieme Siecle
noun.artifact	floating restaurants
noun.location	Intercontinental
noun.person	Case
noun.person	Bruce
noun.substance	ice water
verb.cognition	checked out
noun.person	medic
noun.person	Armitage
noun.person	Case
noun.person	Armitage
noun.artifact	silk shirt
noun.artifact	bracelet
noun.food	wine
noun.person	Molly
noun.person	Armitage
noun.person	Case
verb.perception	sawed
noun.food	steak
verb.change	reducing
noun.body	bite
noun.food	sauce
noun.person	Jesus
noun.person	Molly
noun.artifact	plate
verb.stative	costs
noun.artifact	plate
verb.contact	forked
noun.quantity	mouthful
noun.person	Case
noun.substance	fat
noun.substance	fat
verb.change	cooled
noun.substance	grease
verb.change	congealing
noun.body	lobes
verb.change	shot through
noun.person	Molly
noun.person	Case
noun.food	wine
noun.event	aftermath
noun.substance	betaphenethylam-
verb.perception	taste
noun.location	Le Restaurant Vingtieme Siecle
noun.communication	presents
noun.artifact	cabaret
noun.person	Mr. Peter Riviera
noun.communication	applause
noun.person	waiter
verb.creation	lit
verb.weather	flickered
noun.artifact	drinks
noun.person	Case
noun.person	Armitage
noun.person	Molly
noun.communication	evening
noun.person	Riviera
verb.motion	stepping forward
noun.artifact	stage
noun.person	Case
noun.state	discomfort
noun.artifact	stage
noun.person	Riviera
verb.motion	come from
verb.perception	illuminated
noun.artifact	spotlight
noun.person	Riviera
verb.creation	lit
noun.artifact	stage
noun.person	Riviera
noun.artifact	lapel
noun.substance	coals
noun.plant	carnation
noun.artifact	fin- gernails
noun.communication	gesture
noun.act	embrace
noun.group	audience
noun.person	Case
verb.contact	lap
noun.person	Riviera
noun.attribute	ruby
verb.contact	upraised
noun.animal	dove
noun.object	point
noun.event	impact
verb.communication	whistled
noun.communication	applause
noun.person	Doll
verb.communication	dedicate
noun.communication	premiere
noun.person	Lady 3Jane Marie - France Tessier - Ashpool
noun.communication	plause
noun.person	Riviera
noun.artifact	candles
noun.person	Riviera
noun.state	aura
noun.person	Case
noun.shape	Lines
noun.shape	verticals
noun.shape	horizontals
noun.artifact	stage
verb.motion	come back up
verb.contact	surrounding
noun.artifact	stage
noun.substance	moonbeams
noun.person	Riviera
verb.body	quiver
noun.group	audience
verb.perception	view
noun.person	Riviera
verb.change	chipped
verb.change	flaked
noun.artifact	mattress
verb.change	Stained
noun.communication	stripes
verb.stative	dangled
noun.person	Case
noun.person	Riviera
noun.substance	coals
noun.plant	flower
noun.artifact	lapel
verb.cognition	dream of
noun.person	Case
noun.substance	Ice
noun.communication	Japanese
verb.creation	visualize
noun.attribute	detail
noun.artifact	mattress
noun.person	Riviera
verb.contact	stroke
noun.person	Riviera
verb.contact	raised
verb.contact	lick
noun.body	nails
verb.contact	coated
noun.substance	burgundy lacquer
noun.person	Case
verb.motion	swept back
noun.shape	lozenge
noun.location	Ninsei
noun.artifact	boutique
noun.person	Riviera
verb.contact	licking
verb.contact	caressed
noun.person	Riviera
noun.artifact	bracelet
noun.body	Feet
noun.body	Legs
noun.person	Case
verb.perception	throbbed
verb.consumption	drank
noun.food	wine
noun.person	Riviera
noun.artifact	projection
noun.person	Case
verb.change	fade away
noun.plant	flower
verb.contact	seething
noun.attribute	blue
noun.person	Riviera
verb.contact	caressed
noun.body	being
noun.attribute	white
verb.body	sheened
noun.person	Molly
noun.person	Case
noun.person	Molly
noun.person	Molly
noun.person	Riviera
noun.body	nipples
noun.person	Riviera
verb.contact	writhed
verb.motion	crawled over
noun.body	nails
noun.shape	folds
noun.artifact	lace
noun.quantity	touch
noun.object	Motes
verb.motion	boiled
noun.person	Riviera
verb.contact	pinching
noun.person	Case
noun.person	Molly
noun.artifact	colors
